,resto,review_rating,review_text,review_link,source
157,Bokan 37 Restaurant,4,"Situated in the 38th and 39th floors of the Novotel in Canary Wharf, Bokan plays to its strengths - Superb 360' views of London. There are lots of tables and I think as word gets out about this place reservations would be advised. There is an open air part of the bar which is pretty unusual at this height!",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r472011364-Bokan_37_Restaurant-London_England.html,Tripadvisor
158,Bokan 37 Restaurant,5,"This place is just amazing and if you go on a nice clear day, you'll be there for a treat.",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r486361429-Bokan_37_Restaurant-London_England.html,Tripadvisor
159,Bokan 37 Restaurant,3,"Live close by so decided to go for a few cocktails. Booked online a week ago. We arrived tonight and were seated quickly. Rooftop view of London is amazing in all directions. There were lots of security guards, some friendly, others less so. We were given a cocktail menu within 5 minutes of sitting down. No sign of waiting staff 15 minutes later so went to the bar to order. They take your card number to open a tab. Only stayed for one drink as a bit chilly and the seating wasn't great. Paid the bill not noticing that a 12.5% service charge was added. Very cheeky especially as I got my own drinks.",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r488264897-Bokan_37_Restaurant-London_England.html,Tripadvisor
160,Bokan 37 Restaurant,4,"Regardless of the slow service (30 minutes for starter to arrive having waited 10 to be asked for drinks after being seated, the overall experience was very good.",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r488545065-Bokan_37_Restaurant-London_England.html,Tripadvisor
161,Bokan 37 Restaurant,5,"This restaurant is amazing: great view from 37th floor, good service, nice atmosphere, and fab food!",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r488874141-Bokan_37_Restaurant-London_England.html,Tripadvisor
162,Bokan 37 Restaurant,4,"Had a romantic dinner here, views are great. Its a dark, modern vibe, food was fantastic.",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r487485669-Bokan_37_Restaurant-London_England.html,Tripadvisor
163,Bokan 37 Restaurant,5,"So, on the recommendation of a friend, and seeing the published photos this looked a great place to have dinner and also see the London skyline. It certainly didn't disappoint. Our table was booked for 7.15pm and we were promptly walked to out table. A cloudy day, and what could have dampened the view , soon changed to sun streaming through the cloud to highlight The Shaard and Millenium Wheel, sites we were able to see from our seats at the window table. Although the table had a 2 hour rebooking slot, something made clear in the booking, we were not made to feel as though we had to rush off or that someone was waiting for the table. As for the food. Well this has to be some of the best I have tasted in a while. From the 'amuse-Boucher ' to the main course of fillet steak, all tasted amazing. Will definitely be going back. Will have to just make up a special occasion to justify the visit. The icing on the proverbial cake has to be the roof terrace. The views from here, once evening had taken hold, were amazing. Being a little chilly that evening meant we couldn't spend as much time out there as we would have hoped but in the summer, provided it's not too British, this will be the only place you will want to be.",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r486580838-Bokan_37_Restaurant-London_England.html,Tripadvisor
164,Bokan 37 Restaurant,5,"Beyond amazing. The view is phenomenal, the staff are fantastic and the setting is absolutely divine. It is very worth visiting, go, go, go x",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r488983654-Bokan_37_Restaurant-London_England.html,Tripadvisor
165,Bokan 37 Restaurant,5,"Throughly enjoyed the experience @ 38 BŌKAN. BooKed table on the roof top for late afternoon cocktails, second round on the 37th floor and dinner on the 36th. Great afternoon and most delicious dinner. Top notch cuisine, friendly staff and most professional. Very impressed. Chicken with foie gras and curry Osso Bucco cooked to perfection. Can't wait to return",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r488352019-Bokan_37_Restaurant-London_England.html,Tripadvisor
166,Bokan 37 Restaurant,5,Our waiter Giullame made our special night even more special. His service was amazing.,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r492672859-Bokan_37_Restaurant-London_England.html,Tripadvisor
167,Bokan 37 Restaurant,4,"Worth coming here for the views. Needless to say the cocktails are great and the food was excellent. I dont normally go for burgers, but I had the burger here and really enjoyed it. It is expensive but what you really come for are the views. 38 storeys up with a great view of the London skyline - by day or night. We saw Tower bridge opening in the distance! There is loud music and lots of banker types, but we got a table both times we visited the bar (we only ate bar food here) and had a lovely evening. Definitely worth a visit.",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r492474414-Bokan_37_Restaurant-London_England.html,Tripadvisor
168,Bokan 37 Restaurant,4,The view here really is beautiful - especially at night. It was still sunny when we went for dinner in the evening (beware - it gets bright!) so I would probably recommend coming here when the sun has set.,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r491986612-Bokan_37_Restaurant-London_England.html,Tripadvisor
169,Bokan 37 Restaurant,2,"It is the second time we have visited the Bokan 38, and although the food is amazing, the service once again was very poor.",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r490571220-Bokan_37_Restaurant-London_England.html,Tripadvisor
170,Bokan 37 Restaurant,5,I am enjoying London more and more with every visit and this time Bokan made my night truly great!,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r490059699-Bokan_37_Restaurant-London_England.html,Tripadvisor
171,Bokan 37 Restaurant,4,It has a nice design and views. You can see the 360 views across the London skyline unlike the Shard where you only see one angle.,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r490945273-Bokan_37_Restaurant-London_England.html,Tripadvisor
172,Bokan 37 Restaurant,5,Stayed at the Novotel London Canary Wharf recently and this amazing restaurant occupies one of the top floors. The food and service was superb. I cannot forget how tender my lobster was. It's highly recommended!,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r490457749-Bokan_37_Restaurant-London_England.html,Tripadvisor
173,Bokan 37 Restaurant,5,"Nice friendly helpful people. Lady showed us the 39th floor bar area. At 7:30pm last Wednesday the area was very busy, outside there were some guys smoking. The views all around were spectacular.",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r489842347-Bokan_37_Restaurant-London_England.html,Tripadvisor
174,Bokan 37 Restaurant,2,"Got to Bokan, 38th floor as we had a drinks table reservation. Upon reaching they advised it's no problem and to follow the host, to quickly estalishing that they didn't have any tables so we were asked to wait around by a confused hostess .. Initially requesting us to sit in the most empty space with no padded seating even though we'd had a reservation. Soon after a hostess places us amongst a group of others. The service was that slow that my husband ended up going to the bar himself which again was a completely disorganised. Whilst he was getting the drinks, I was asked to move as the table I was told to sit at was also booked. At this point, I was pretty mad and my husband and I left shortly after our first drink. Wouldn't return and they really need to sort their booking system / customer service out! I'd dread to think what the restaurant would be like!!",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r471586430-Bokan_37_Restaurant-London_England.html,Tripadvisor
175,Bokan 37 Restaurant,5,Very good welcoming start from the entrance,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r484725202-Bokan_37_Restaurant-London_England.html,Tripadvisor
176,Bokan 37 Restaurant,3,We went there for a drink on a Saturday evening. The place got amazing views and is very nice with a large choice of drinks.,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r484246483-Bokan_37_Restaurant-London_England.html,Tripadvisor
177,Bokan 37 Restaurant,5,I went for dinner with my family yesterday evening. We are lucky enough to eat out a lot in top quality restaurants for business and pleasure and I can honestly say that this rates in my top 10 - probably even top 5 worldwide.,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r484260722-Bokan_37_Restaurant-London_England.html,Tripadvisor
178,Bokan 37 Restaurant,5,"I went for dinner last week, and is a beautiful new restaurant, with incredible views, great service and amazing food. i really enjoy the food, was really tasty full of textures and wonderfully cook and presented",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r482558191-Bokan_37_Restaurant-London_England.html,Tripadvisor
179,Bokan 37 Restaurant,5,Please give our thanks to all Bokan team! What a great place! The best food & drink & customer service in London!!!,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r481727804-Bokan_37_Restaurant-London_England.html,Tripadvisor
180,Bokan 37 Restaurant,1,"After my last dismissal attempt to make a booking i decided to visit unannounced to this well reviewed restaurant. It has a number of good reviews but i cannot see why at all. On arrival at the Novotel reception we were greeted by 5 members of staff all carrying IPads wow you may say? they directed us to the bar, but i could not see the reason for their presence as they didn't speak to us we spoke to them, very odd.",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r481586663-Bokan_37_Restaurant-London_England.html,Tripadvisor
181,Bokan 37 Restaurant,4,"Gets v crowded after 8. Nice buzz at bar,(bar menu great, some great new wines) restaurant delicious. No complaints",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r481210125-Bokan_37_Restaurant-London_England.html,Tripadvisor
182,Bokan 37 Restaurant,5,"I have visited this place about 15 times now and not because I live just 2 minutes walk away, but because it's so amazing, that I fell in love with it.",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r481234340-Bokan_37_Restaurant-London_England.html,Tripadvisor
183,Bokan 37 Restaurant,5,I have booked a table for a business meeting at the bar few days ago.,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r472638114-Bokan_37_Restaurant-London_England.html,Tripadvisor
184,Bokan 37 Restaurant,4,Came here for a birthday lunch for my mum as she didn't want to travel far and she lives nearby.,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r473226561-Bokan_37_Restaurant-London_England.html,Tripadvisor
185,Bokan 37 Restaurant,4,this review is only based on the bar.,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r480694635-Bokan_37_Restaurant-London_England.html,Tripadvisor
186,Bokan 37 Restaurant,5,"Went to the rooftop bar a couple of days ago. Amazing view of London, outstanding interior, incredible service! Been served by a lovely couple - Peter and Jackie. Delicious drinks!! Highly recommending to everyone.",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r473286443-Bokan_37_Restaurant-London_England.html,Tripadvisor
187,Bokan 37 Restaurant,5,This modern European restaurant sits on the top floor of the Novotel and offers a splendid view across the Thames.,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r473765373-Bokan_37_Restaurant-London_England.html,Tripadvisor
188,Bokan 37 Restaurant,5,I'm so lucky to have this as a local bar/restaurant and have been three times since it opened. Came for a birthday lunch on Friday and it was one of the best meals I've ever had. The seared sea bass was as beautiful to look at as it was to eat and I can say the same for the chocolate and blackcurrant mousse.,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r480452407-Bokan_37_Restaurant-London_England.html,Tripadvisor
189,Bokan 37 Restaurant,3,"We went for a friend's birthday lunch on a Bank Holiday. Very impressive views out over Canary Wharf, the interior has been well designed and the view from the men's loos is something else (we all made a point of going for a look). However we waited an hour for our starters to arrive and thought they were nice it wasn't worth an hour's wait. The chef clearly was struggling and sent an amouse bouche to keep us occupied but we had to ask for bread which should have come as standard. The mains were nice but I was certainly not going to leave feeling stuffed. Slight style over substance and for the price I would expect more of a complete plate of food. We were there not long after opening so it may have been a glitch, it was only half full so they would not have coped with a full service.",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r480252443-Bokan_37_Restaurant-London_England.html,Tripadvisor
190,Bokan 37 Restaurant,3,"Been there twice, first time everything was almost perfect (but we were served by a friend), second time the only good things were the cocktails and the view. I'm sorry to say, but given that I work in this industry too, I would expect the whole staff to be much more professional and welcoming. One of the bartenders kept arguing with the waitresses (one of them even started to cry, everything in front of the guests), and he tried to apologise by offering us the second round of drinks. They aim to be one of the best bars in town, but they are still very far from this achievement. Still far from a remarkable experience.",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r481060098-Bokan_37_Restaurant-London_England.html,Tripadvisor
191,Bokan 37 Restaurant,5,Had my first experience of Bokan last week and wow what a great location for an evening out.,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r482752187-Bokan_37_Restaurant-London_England.html,Tripadvisor
192,Bokan 37 Restaurant,5,we didn't eat as arrived to late but did partake in a few beverages,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r485960826-Bokan_37_Restaurant-London_England.html,Tripadvisor
193,Bokan 37 Restaurant,5,"Spectacular location for this brand-new restaurant and bar, on top of the Novotel Tower Canary Wharf (38th & 39th floors). Either if you go there for a few drinks at the bar, or for a proper meal at the restaurant, you will not be disappointed, as the venue displays a 360 view over the financial district and central London in general (Hello Shard!).",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r486060988-Bokan_37_Restaurant-London_England.html,Tripadvisor
194,Bokan 37 Restaurant,5,Amazing restaurant with a beautiful view,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r473769364-Bokan_37_Restaurant-London_England.html,Tripadvisor
195,Bokan 37 Restaurant,1,"The venue is great, and worth a trip for the view alone, but do not stay to eat or even drink. It took us half an hour to be seated, with staff ignoring us, and palming us off to other disinterested staff members. We eventually ordered a bottle of prosecco, which took 45 mins to arrive and 2 trips to ask why it was taking so long. We ordered a cheese platter to start, and waited almost an hour and half for this to arrive. We were however given a plate of calamari by way of apology, but we noticed that the only reason for this, was because they had ordered it by mistake, and didn't know what to do with it. The cheese board eventually arrived and was very uninspiring - not worth £20!",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r474026684-Bokan_37_Restaurant-London_England.html,Tripadvisor
196,Bokan 37 Restaurant,4,"The food was tasty, I especially liked the cheeseboard.",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r475077194-Bokan_37_Restaurant-London_England.html,Tripadvisor
197,Bokan 37 Restaurant,5,If you love a rooftop view and cool setting this is the place for you. Really great atmosphere and city views at night. Drinks a bit pricey but probably ok for this area. Table service good and very attentive. There is an overriding smell of incense which made me sneeze but it was worth it for the views. There's a restaurant too.,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r474921960-Bokan_37_Restaurant-London_England.html,Tripadvisor
198,Bokan 37 Restaurant,5,We were curious to have lunch out at this new venue in the Novotel and thoroughly enjoyed our meal there. My husband had a light crab entrée which was attractively presented. I had the most beautifully cooked grilled fish and our son enjoyed his very satisfying lamb dish. Our artistically presented desserts completed a very enjoyable lunching experience. All beautifully served.,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r485353200-Bokan_37_Restaurant-London_England.html,Tripadvisor
199,Bokan 37 Restaurant,5,"We went to Bokan for drinks on the rooftop (39th floor) on a Sunday afternoon. It is an excellent experience to recommend for its decoration (East London style), atmosphere (amazing live music group) and service. Special thanks to Raul from the bar who nicely looked after us.",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r484180987-Bokan_37_Restaurant-London_England.html,Tripadvisor
200,Bokan 37 Restaurant,1,I arrived at the restaurant to be told it was closed which was understandable given the 10pm time but was informed that bar snacks were still available. I asked for a drink and a club sandwich at the bar and was told to take a seat and someone would take my order.,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r482754780-Bokan_37_Restaurant-London_England.html,Tripadvisor
201,Bokan 37 Restaurant,5,So a great sky bar with panoramic views across London. This is another great addition to Londons choices of high level bars with far reaching views and a cool interior.,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r485108538-Bokan_37_Restaurant-London_England.html,Tripadvisor
202,Bokan 37 Restaurant,5,"The food is exquisite and beautifully presented, the staff are incredibly friendly and attentive. Bearing in mind the wonderful views and high standard of dining, it's very fairly priced. Loved it!",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r486217689-Bokan_37_Restaurant-London_England.html,Tripadvisor
203,Bokan 37 Restaurant,5,We had dinner at Bokan. Could not fault the meet and great. The care and knowledge from all the staff. The food appearance and taste was exceptional. The view with the well spaced tables over,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r489286692-Bokan_37_Restaurant-London_England.html,Tripadvisor
204,Bokan 37 Restaurant,5,Really surprised by this restaurant! The food is amazing and the staff was perfect !,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r517610478-Bokan_37_Restaurant-London_England.html,Tripadvisor
205,Bokan 37 Restaurant,5,"A last minute decision to have a meal with my daughter. The views and position of tables in the restaurant means that everyone can see the dramatic skyline towards the Shard. The waiting staff were kind, considerate, efficient, and very professional. The food was perfect, a great menu with a good selection for any palate, beautifully presented, and delicious to eat. The Chef came out to say hello and we heard her story of coming to work at Bōkan. All very interesting and made us feel very welcome. I would highly recommend this restaurant.",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r492992240-Bokan_37_Restaurant-London_England.html,Tripadvisor
206,Bokan 37 Restaurant,5,Drinks in the roof top bar. Offered amazing views of the city in all directions. Food and drinks were great and the service was exceptional (they even put up with our questions about what was contained in the food. At one point the chef came to talk to us),https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r495173182-Bokan_37_Restaurant-London_England.html,Tripadvisor
207,Bokan 37 Restaurant,3,"We went to the bar on the 38th floor to have drinks. Decor is great, and views obviously breathtaking.",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r505910328-Bokan_37_Restaurant-London_England.html,Tripadvisor
208,Bokan 37 Restaurant,5,Sunning view at the top of the Novotel Canary Ward tower. Well furnish and designed dinning room. Nice and tasty plates. Definitely the place to go on Sunday brunch for any occasion. This place worth a detour.,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r504834233-Bokan_37_Restaurant-London_England.html,Tripadvisor
209,Bokan 37 Restaurant,4,Me and my partner recently visited the Bokan while staying at the Novotel (which it is attached to) and loved it! We went every evening for a drink (3 nights in a row) before going out for dinner and all I can say is that you never get bored of the amazing views! It can get busy (especially on a Friday evening) so I would ring ahead to book a table plus the drinks are a little pricey but that didn't put us off at all!,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r502808260-Bokan_37_Restaurant-London_England.html,Tripadvisor
210,Bokan 37 Restaurant,4,This is the place to go for drinks if you want fabulous views over London.,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r502469761-Bokan_37_Restaurant-London_England.html,Tripadvisor
211,Bokan 37 Restaurant,5,Love Bokan!,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r573336603-Bokan_37_Restaurant-London_England.html,Tripadvisor
212,Bokan 37 Restaurant,5,The views from each floor looking down over the Thames up to Tower Bridge and far beyond are wonderful. The tables in the restaurant are positioned well so that every guest can appreciate the vista.,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r506052539-Bokan_37_Restaurant-London_England.html,Tripadvisor
213,Bokan 37 Restaurant,5,"9 of us went for a celebratory evening. We started with drinks on the roof terrace, stunning views and attentive staff meant the evening started well. We all moved downstairs to our table. As there were so many of us, we sent our meal choices in advance. The waiter confirmed with us and noted who was having what. When the food came, everyone was served at the same time. The starters were magnificent, such intense and amazing flavours. When the main course came none of us were disappointed. The steak, fish and chicken dishes were cooked to perfection and accompanied with eye catching purées and foams that were packed with complimentary flavours. The wine was great, also full of flavour but not overbearing - just right! It seemed a shame to stop at the main course...the puddings and cheeses matched the quality and flavours we had already experienced and the sommelier picked us a wonderful wine to finish. Our waiter did a fantastic job and saw to all our every need. Thank you Bokan for making our celebration so enjoyable.",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r502204983-Bokan_37_Restaurant-London_England.html,Tripadvisor
214,Bokan 37 Restaurant,2,"Went for a friends birthday, and the surroundings, ambiance, and stunning views of London seemed like the ideal scene to have some drinks and celebrate. There were only 3 of us, and the staff seem friendly, the drinks kept coming, and we was having a great time. My friend accidentally knocked a drink over, and within 2 minutes the manager came over and said that security was watching us and to calm down. (Knocking the drink over may have been coincidence). We were having a great time before this and would have easily stayed in there until closing, and spent a lot more money, but this made us want to leave straight away. The gentlemen could have come over to make sure we was good if he had a concern, or seen if we needed anything, but it felt like because security said something to him, he came over as the man, and told us to calm down. It put us off and I don't think we will be going back. There are enough rooftop bars in London, which are cheaper as well, and you won't get accused of anything either. How one person can ruin a night!!!!",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r501676592-Bokan_37_Restaurant-London_England.html,Tripadvisor
215,Bokan 37 Restaurant,4,I attended a private event served with a delicious buffet at the bar. Canapes were varied and very tasty. The Sauvignon Blanc wine from South Africa (Te Awa Left Field) was excellent. I will definitely come back again with friends,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r501858482-Bokan_37_Restaurant-London_England.html,Tripadvisor
216,Bokan 37 Restaurant,3,"Beautifull view, one of my favourite place in east London for a drink with friends. Unfortunately once again lack of service. 23 minutes for a Cocktail, never seen smile any bartender in 3 hours. And why I should pay for the service charge if I collect by myself one bottle of prosecco from the bar shell. Please make sure that you apply the service charge when you offer a service and not impose ro your customers to pay for something not delivered. And probably your staff will be more pleasant with the guest to earn more tips.",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r509082622-Bokan_37_Restaurant-London_England.html,Tripadvisor
217,Bokan 37 Restaurant,3,"the reastaurant by itself is beautiful, very modern and trendy !",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r507694357-Bokan_37_Restaurant-London_England.html,Tripadvisor
218,Bokan 37 Restaurant,2,"We paid two visits to bokan on Saturday first around 7:30pm where we were directed to the bar on the top floor this was fine and the barman prepared two rounds of three drinks as my brother came to meet us before we headed out for a meal. The cocktails were good and the service was too however when we walked over to the roof terrace to take in the views where no one was sat because of the incremental weather it felt like the security had joined our party, on taking a picture on my phone of the skyline I turned and almost bumped into one of them who was so close behind me.",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r505011471-Bokan_37_Restaurant-London_England.html,Tripadvisor
219,Bokan 37 Restaurant,4,"Went here as heard great reviews after it opened and I was not disappointed. Had lunch in the restaurant and the food, service and view were second to none. It wasn't cheap, but you get what you pay for. After food we went down 1 level to the bar and had a couple of cocktails. Was going to go up one level but the top deck area was already pretty full.",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r508438315-Bokan_37_Restaurant-London_England.html,Tripadvisor
220,Bokan 37 Restaurant,4,Went to Bokan early Saturday evening for family birthday drink the views were stunning of docklands the staff were very friendly the only fault was they tried to put us on a table outside in the rain but did move us when we complained,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r507281117-Bokan_37_Restaurant-London_England.html,Tripadvisor
221,Bokan 37 Restaurant,5,"Before booking my hotel for my trip, I took the time to read many many many reviews on hotels and especially this one. I have NO regret for booking this hotel. I would definitely stay there again and recommend it for sure. The only ""negative"" comment I had read about the hotel was the very slow service at the bar or the restaurant. OMG, beyond SLOW.......staff walked by me and totally ignored me and my friend. I even stood at the bar wanting a glass of wine, was standing right in front of the bartender who was YES I KNOW very busy, but he could have at least acknowledge my presence......It took for ever to get a glass of wine, and than had to ask for my check......Having said that the staff for the brunch if wonderful and if this obvious they are there to serve you and make sure your visit is as enjoyable as possible. Another comment, is that there doesn't seem to be enough tables on the 3 floors to accommodate the number of guests staying at the hotel. Also, there was NO information in the room for phone numbers such as room service, front desk, wakeup call, etc....and no visitor guide or magazine. I do have to say that these are minor issues and the hotel still deserves a 4.9 stars our of five.........",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r507234778-Bokan_37_Restaurant-London_England.html,Tripadvisor
222,Bokan 37 Restaurant,1,Recently I've discovered this place and decided to bring different friends to have drinks here and spend some time together over a nice prosecco glass!,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r506803935-Bokan_37_Restaurant-London_England.html,Tripadvisor
223,Bokan 37 Restaurant,3,"I booked a table for the 39th floor in a sunday evening. When we arrive to the 38th the hostess was not paying atention to the lifts and not even lift her head when we pass throught ( we thought that there was another one on the top floor) and the security stoped us asking if we need something, we mention the reservation and he pointed to the hostess. After confirming our reservation she took us to our table. The place have amazing views and the decor is fantastic. The cocktail menu is creative but maybe a bit to long. We ask for 2 cocktails that took around 20 minutes to arrive. for the second round we choose a glass of wine and a beer as we didn't wanted to wait such a long time but it took more than 30 minutes to arrive. Besides the wait for the drinks we ask for some food that never came, when we ask why the wait we've been told that nothing was ordered. The staff was friendly but unable to manage the floor. About the price, a bit expensive if we take in consideration the service.",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r506821248-Bokan_37_Restaurant-London_England.html,Tripadvisor
224,Bokan 37 Restaurant,5,"Breathtaking views, really friendly staff, excellent selection of locally brewed beers. Perfect for cocktail hour.",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r507130998-Bokan_37_Restaurant-London_England.html,Tripadvisor
225,Bokan 37 Restaurant,4,Grabbed a takeaway pizza as I passed.,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r509743960-Bokan_37_Restaurant-London_England.html,Tripadvisor
226,Bokan 37 Restaurant,5,"Went there tonight for a business dinner. My colleague had the crab meat, which was amazingly presented. I had the crispy hen's egg, which didn't look quite as good, but was superb. We both had the halibut, which was excellent. The service was extremely attentive, polite and knowledgeable. The one thing that I really enjoyed was the combination with both dishes of the jus and the little blobs of various sauces around the plate. A beautiful combination of tastes.",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r516817740-Bokan_37_Restaurant-London_England.html,Tripadvisor
227,Bokan 37 Restaurant,5,"Enticing menu of European inspired dishes, using ancient & adopted British ingredients!",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r516857057-Bokan_37_Restaurant-London_England.html,Tripadvisor
228,Bokan 37 Restaurant,5,"We came here for a drink - and WOW it was soooooo good! The views day and night are stunning, the atmosphere is cool and slick and the cocktail was yummmm. Definitely returning here!",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r514622536-Bokan_37_Restaurant-London_England.html,Tripadvisor
229,Bokan 37 Restaurant,4,"The restaurant has a nice selection of food, about 6 choises for starters, and mains and an extensive winelist, but no need to consult the list as the sommelier will be at your service to provide you a matching wine with whathever it is your table has ordered.",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r513865258-Bokan_37_Restaurant-London_England.html,Tripadvisor
230,Bokan 37 Restaurant,5,"Smart and stylish dining with amazing views, we enjoyed a superb 3 course brunch with unlimited prosecco. Relaxed atmosphere and friendly staff. We will definitely be returning!",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r511191900-Bokan_37_Restaurant-London_England.html,Tripadvisor
231,Bokan 37 Restaurant,5,The location is modern and elegant with soft lights that makes everything romantic and mysterious.,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r508532448-Bokan_37_Restaurant-London_England.html,Tripadvisor
232,Bokan 37 Restaurant,5,Very nice restaurant on 38th floor of the hotel. Wonderful views across London skyline.,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r501559799-Bokan_37_Restaurant-London_England.html,Tripadvisor
233,Bokan 37 Restaurant,3,"If you want some superb views of the city then this is the place to be! You can see Tower Bridge, the Eye, Shard etc and have a panoramic view of the centre of London.",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r500164126-Bokan_37_Restaurant-London_England.html,Tripadvisor
234,Bokan 37 Restaurant,5,"Visited on a Friday night with two girlfriends. Arriving early for dinner, I just assumed I'd be able to go to the bar first. On arrival it was clear that the bar equally has to be booked but fortunately they could accommodate me.",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d12156905-r500119040-Bokan_37_Restaurant-London_England.html,Tripadvisor
